scenario,rep,provider_gen,model_gen,team_id,provider_inf,member_id,dim,y_true,y_pred,is_valid,coherence_1_5,realism_1_5,voice_diversity_1_5
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,gemini,504611,productivity,MID,MID,True,4,3,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,gemini,504611,performance,LOW,MID,True,4,3,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,gemini,538904,ability,MID,MID,True,4,3,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,gemini,538904,productivity,HIGH,MID,True,4,3,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01518,gemini,538904,performance,MID,MID,True,4,3,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,231,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,231,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,231,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,137952,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,137952,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,137952,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,173966,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,173966,productivity,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,173966,performance,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,447210,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,447210,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,447210,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,468837,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,468837,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,claude,468837,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,231,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,231,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,231,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,137952,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,137952,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,137952,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,173966,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,173966,productivity,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,173966,performance,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,447210,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,447210,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,447210,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,468837,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,468837,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01548,gemini,468837,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,11000,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,11000,productivity,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,11000,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,33287,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,33287,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,33287,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,95118,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,95118,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,95118,performance,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,386277,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,386277,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,386277,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,533175,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,533175,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,claude,533175,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,11000,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,11000,productivity,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,11000,performance,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,33287,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,33287,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,33287,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,95118,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,95118,productivity,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,95118,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,386277,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,386277,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,386277,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,533175,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,533175,productivity,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01624,gemini,533175,performance,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,203,ability,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,203,productivity,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,203,performance,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,37251,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,37251,productivity,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,37251,performance,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,86155,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,86155,productivity,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,86155,performance,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,133615,ability,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,133615,productivity,LOW,LOW,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,133615,performance,LOW,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,147978,ability,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,147978,productivity,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,claude,147978,performance,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,203,ability,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,203,productivity,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,203,performance,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,37251,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,37251,productivity,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,37251,performance,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,86155,ability,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,86155,productivity,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,86155,performance,HIGH,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,133615,ability,LOW,LOW,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,133615,productivity,LOW,LOW,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,133615,performance,LOW,LOW,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,147978,ability,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,147978,productivity,MID,MID,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01626,gemini,147978,performance,MID,HIGH,True,4,3,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,22473,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,22473,productivity,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,22473,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,52126,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,52126,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,52126,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,99087,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,99087,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,99087,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,185576,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,185576,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,185576,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,263727,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,263727,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,263727,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,472565,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,472565,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,claude,472565,performance,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,22473,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,22473,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,22473,performance,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,52126,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,52126,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,52126,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,99087,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,99087,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,99087,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,185576,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,185576,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,185576,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,263727,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,263727,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,263727,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,472565,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,472565,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01654,gemini,472565,performance,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,20895,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,20895,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,20895,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,21331,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,21331,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,21331,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,118321,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,118321,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,118321,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,247886,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,247886,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,247886,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,535963,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,535963,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,claude,535963,performance,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,20895,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,20895,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,20895,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,21331,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,21331,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,21331,performance,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,118321,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,118321,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,118321,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,247886,ability,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,247886,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,247886,performance,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,535963,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,535963,productivity,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01662,gemini,535963,performance,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,211931,ability,LOW,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,211931,productivity,LOW,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,211931,performance,LOW,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,314783,ability,LOW,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,314783,productivity,LOW,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,314783,performance,LOW,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,362964,ability,MID,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,362964,productivity,MID,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,362964,performance,MID,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,446674,ability,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,446674,productivity,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,446674,performance,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,515752,ability,MID,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,515752,productivity,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,claude,515752,performance,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,211931,ability,LOW,LOW,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,211931,productivity,LOW,LOW,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,211931,performance,LOW,LOW,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,314783,ability,LOW,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,314783,productivity,LOW,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,314783,performance,LOW,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,362964,ability,MID,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,362964,productivity,MID,MID,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,362964,performance,MID,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,446674,ability,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,446674,productivity,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,446674,performance,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,515752,ability,MID,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,515752,productivity,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01670,gemini,515752,performance,HIGH,HIGH,True,4,4,2
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,46917,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,46917,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,46917,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,67957,ability,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,67957,productivity,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,67957,performance,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,274984,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,274984,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,274984,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,329130,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,329130,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,329130,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,443027,ability,HIGH,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,443027,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,claude,443027,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,46917,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,46917,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,46917,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,67957,ability,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,67957,productivity,LOW,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,67957,performance,LOW,LOW,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,274984,ability,LOW,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,274984,productivity,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,274984,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,329130,ability,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,329130,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,329130,performance,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,443027,ability,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,443027,productivity,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01709,gemini,443027,performance,HIGH,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,claude,14775,ability,MID,MID,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,claude,14775,productivity,MID,HIGH,True,4,4,3
S_full_high_noise,rep_11,claude,claude-haiku-4-5,HIGH_01725,claude,14775,performance,MID,HIGH,True,4,4,3
